Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_lineup,team2_lineup
20140612,Brazil,3,Croatia,1,5,21,2,2,0,0,1,0,7,3,3,3,58%,42%,14 (9),10 (4),"12 Júlio César_4 David Luiz_3 Thiago Silva_6 Marcelo   OG_2 Dani Alves_10 Neymar  
  _17 Luiz Gustavo  _8 Paulinho_9 Fred_7 Hulk_11 Oscar  ",1 Stipe Pletikosa_6 Dejan Lovren  _5 Vedran Corluka  _2 Sime Vrsaljko_11 Darijo Srna_20 Mateo Kovacic_7 Ivan Rakitic_10 Luka Modric_9 Nikica Jelavic_18 Ivica Olic_4 Ivan Perisic
20140613,Mexico,1,Cameroon,0,11,12,1,1,0,0,5,3,2,5,3,1,58%,42%,9 (5),10 (4),13 Guillermo Ochoa_4 Rafael Márquez_15 Héctor Moreno  _2 Maza_7 Miguel Layún_22 Paul Aguilar_23 José Vázquez_18 Andrés Guardado_6 Héctor Herrera_10 Giovani dos Santos_19 Oribe Peralta  ,16 Charles Itandje_14 Aurélien Chedjou_3 Nicolas N'Koulou_6 Alex Song_2 Benoît Assou-Ekotto_4 Cedric Djeugoue_18 Eyong Enoh_17 Stéphane M'bia_13 Maxim Choupo-Moting_8 Benjamin Moukandjo_9 Samuel Eto'o
20140613,Spain,1,Netherlands,5,5,18,1,3,0,0,5,5,4,1,3,5,57%,43%,9 (6),13 (11),1 Iker Casillas  _15 Sergio Ramos_3 Gerard Piqué_18 Jordi Alba_22 César Azpilicueta_8 Xavi_14 Xabi Alonso  _16 Sergio Busquets_19 Diego Costa_6 Andrés Iniesta_21 David Silva,"1 Jasper Cillessen_2 Ron Vlaar_4 Bruno Martins Indi_3 Stefan de Vrij  
 _6 Nigel de Jong_8 Jonathan de Guzmán  _10 Wesley Sneijder_5 Daley Blind_7 Daryl Janmaat_11 Arjen Robben  
 _9 Robin van Persie  
  "
20140613,Chile,3,Australia,1,9,18,1,3,0,0,1,1,3,1,2,3,62%,38%,11 (9),13 (6),1 Claudio Bravo_18 Gonzalo Jara_17 Gary Medel_21 Marcelo Díaz_2 Eugenio Mena_4 Mauricio Isla_10 Jorge Valdivia  _8 Arturo Vidal_20 Charles Aránguiz  _11 Eduardo Vargas_7 Alexis Sánchez  ,"1 Mathew Ryan_6 Matthew Spiranovic_22 Alex Wilkinson_3 Jason Davidson_2 Ivan Franjic_23 Mark Bresciano_5 Mark Milligan  _15 Mile Jedinak  _4 Tim Cahill  
 _11 Tommy Oar_7 Mathew Leckie"
20140614,Colombia,3,Greece,0,19,14,1,2,0,0,1,3,4,4,3,4,46%,54%,12 (8),12 (7),1 David Ospina_3 Mario Yepes_2 Cristián Zapata_7 Pablo Armero  _18 Juan Zúñiga_10 James Rodríguez  _6 Carlos Sánchez  _8 Abel Aguilar_9 Teófilo Gutiérrez  _14 Victor Ibarbo_11 Juan Cuadrado,1 Orestis Karnezis_19 Sokratis Papastathopoulos  _4 Kostas Manolas_20 José Holebas_15 Vasilis Torosidis_21 Kostas Katsouranis_8 Panagiotis Kone_2 Giannis Maniatis_7 Giorgos Samaras_14 Dimitris Salpingidis  _17 Theofanis Gekas
20140614,Uruguay,1,Costa Rica,3,20,18,3,0,1,0,6,2,5,6,2,1,54%,46%,9 (5),12 (4),1 Fernando Muslera_3 Diego Godín_2 Diego Lugano  _22 Martín Cáceres  _16 Maxi Pereira  _17 Egidio Arévalo Ríos_5 Walter Gargano  _7 Cristian Rodríguez_11 Cristhian Stuani_10 Diego Forlán_21 Edinson Cavani  ,1 Keylor Navas_3 Giancarlo González_4 Michael Umaña_6 Óscar Duarte  _15 Júnior Díaz_16 Cristian Gamboa_5 Celso Borges_17 Yeltsin Tejeda_7 Christian Bolaños_10 Bryan Ruiz_9 Joel Campbell  
20140614,England,1,Italy,2,8,12,1,0,0,0,0,7,9,2,4,1,48%,52%,18 (8),12 (5),1 Joe Hart_6 Phil Jagielka_5 Gary Cahill_3 Leighton Baines_2 Glen Johnson_19 Raheem Sterling  _14 Jordan Henderson_4 Steven Gerrard_9 Daniel Sturridge  _10 Wayne Rooney_11 Danny Welbeck,12 Salvatore Sirigu_20 Gabriel Paletta_15 Andrea Barzagli_16 Daniele De Rossi_3 Giorgio Chiellini_4 Matteo Darmian_21 Andrea Pirlo_23 Marco Verratti_8 Claudio Marchisio  _6 Antonio Candreva_9 Mario Balotelli  
20140614,Ivory Coast,2,Japan,1,12,13,2,2,0,0,3,1,8,5,4,2,57%,43%,20 (10),7 (4),1 Boubacar Barry_22 Sol Bamba  _5 Didier Zokora  _3 Arthur Boka_17 Serge Aurier_19 Yaya Touré_20 Serey Dié_9 Cheick Tioté_12 Wilfried Bony  _10 Gervinho  _8 Salomon Kalou,1 Eiji Kawashima_22 Maya Yoshida  _6 Masato Morishige  _5 Yuto Nagatomo_2 Atsuto Uchida_4 Keisuke Honda  _17 Makoto Hasebe_16 Hotaru Yamaguchi_18 Yuya Osako_10 Shinji Kagawa_9 Shinji Okazaki
20140615,Switzerland,2,Ecuador,1,9,15,1,1,0,0,1,4,8,5,5,3,56%,44%,18 (12),10 (6),1 Diego Benaglio_5 Steve von Bergen_20 Johan Djourou  _13 Ricardo Rodríguez_2 Stephan Lichtsteiner_10 Granit Xhaka_8 Gökhan Inler_11 Valon Behrami_19 Josip Drmic_14 Valentin Stocker_23 Xherdan Shaqiri,22 Alexander Domínguez_3 Frickson Erazo_2 Jorge Guagua_10 Walter Ayoví_4 Juan Carlos Paredes  _6 Christian Noboa_23 Carlos Gruezo_7 Jefferson Montero_16 Antonio Valencia_13 Enner Valencia  _11 Felipe Caicedo
20140615,France,3,Honduras,0,13,14,3,2,0,1,1,2,8,0,2,1,63%,37%,20 (10),4 (2),"1 Hugo Lloris_5 Mamadou Sakho_4 Raphaël Varane_3 Patrice Evra  _2 Mathieu Debuchy_6 Yohan Cabaye  _14 Blaise Matuidi_19 Paul Pogba  _10 Karim Benzema  
 _11 Antoine Griezmann_8 Mathieu Valbuena","18 Noel Valladares   OG_3 Maynor Figueroa_5 Víctor Bernárdez_7 Emilio Izaguirre_21 Brayan Beckeles_8 Wilson Palacios  
 _19 Luis Garrido  _15 Roger Espinoza_17 Andy Nájar_13 Carlo Costly_11 Jerry Bengtson"
20140615,Argentina,2,Bosnia and Herzegovina,1,10,14,1,1,0,0,0,3,2,6,3,5,55%,45%,11 (5),16 (11),1 Sergio Romero_17 Federico Fernández_2 Ezequiel Garay_3 Hugo Campagnaro_16 Marcos Rojo  _4 Pablo Zabaleta_14 Javier Mascherano_7 Ángel Di María_11 Maxi Rodríguez_20 Sergio Agüero_10 Lionel Messi  ,1 Asmir Begovic_4 Emir Spahic  _3 Ermin Bicakcic_5 Sead Kolasinac   OG_13 Mensur Mujdza_10 Zvjezdan Misimovic_7 Muhamed Besic_8 Miralem Pjanic_11 Edin Dzeko_16 Senad Lulic_20 Izet Hajrovic
20140616,Germany,4,Portugal,0,8,11,0,1,0,1,2,1,4,6,2,4,54%,43%,13 (9),14 (9),"1 Manuel Neuer_5 Mats Hummels  _17 Per Mertesacker_4 Benedikt Höwedes_20 Jérôme Boateng_16 Philipp Lahm_18 Toni Kroos_6 Sami Khedira_13 Thomas Müller  
  _19 Mario Götze_8 Mesut Özil",12 Rui Patrício_2 Bruno Alves_3 Pepe  _5 Fábio Coentrão_21 João Pereira  _4 Miguel Veloso_16 Raul Meireles_8 João Moutinho_9 Hugo Almeida_7 Cristiano Ronaldo_17 Nani
20140616,Iran,0,Nigeria,0,18,16,1,0,0,0,1,0,2,7,1,4,37%,63%,7 (3),10 (6),12 Alireza Haghighi_5 Amirhossein Sadeghi_4 Seyed Jalal Hosseini_23 Mehrdad Pooladi_15 Pejman Montazeri_3 Ehsan Hajsafi_6 Javad Nekounam_14 Andranik Teymourian  _16 Reza Ghoochannejhad_21 Ashkan Dejagah_2 Khosro Heydari,1 Vincent Enyeama_14 Godfrey Oboabona_22 Kenneth Omeruo_13 Juwon Oshaniwa_5 Efe Ambrose_15 Ramon Azeez_10 John Obi Mikel_17 Ogenyi Onazi_9 Emmanuel Emenike_11 Victor Moses_7 Ahmed Musa
20140616,Ghana,1,United States,2,10,12,2,0,0,0,5,1,7,3,4,3,59%,41%,21 (8),8 (7),12 Adam Kwarasey_19 Jonathan Mensah_21 John Boye_20 Kwadwo Asamoah_4 Daniel Opare_13 Jordan Ayew_11 Sulley Muntari  _17 Mohammed Rabiu  _3 Asamoah Gyan_10 André Ayew  _7 Christian Atsu,1 Tim Howard_5 Matt Besler_20 Geoff Cameron_15 Kyle Beckerman_7 DaMarcus Beasley_23 Fabian Johnson_4 Michael Bradley_13 Jermaine Jones_11 Alejandro Bedoya_8 Clint Dempsey  _17 Jozy Altidore
20140617,Belgium,2,Algeria,1,21,18,1,1,0,0,3,0,7,2,6,0,65%,35%,16 (10),3 (1),1 Thibaut Courtois_4 Vincent Kompany_15 Daniel van Buyten_5 Jan Vertonghen  _2 Toby Alderweireld_22 Nacer Chadli_19 Mousa Dembélé_6 Axel Witsel_9 Romelu Lukaku_10 Eden Hazard_7 Kevin De Bruyne,23 Rais M'Bolhi_5 Rafik Halliche_2 Madjid Bouguerra_12 Carl Medjani_3 Faouzi Ghoulam_22 Mehdi Mostefa_14 Nabil Bentaleb  _19 Saphir Taïder_21 Riyad Mahrez_10 Sofiane Feghouli  _15 Hillel Soudani
20140617,Brazil,0,Mexico,0,13,18,2,2,0,0,5,0,4,3,6,2,53%,47%,14 (8),13 (3),12 Júlio César_4 David Luiz_3 Thiago Silva  _6 Marcelo_2 Dani Alves_10 Neymar_17 Luiz Gustavo_8 Paulinho_9 Fred_11 Oscar_16 Ramires  ,13 Guillermo Ochoa_4 Rafael Márquez_15 Héctor Moreno_2 Maza_7 Miguel Layún_22 Paul Aguilar  _23 José Vázquez  _18 Andrés Guardado_6 Héctor Herrera_10 Giovani dos Santos_19 Oribe Peralta
20140617,Russia,1,South Korea,1,15,7,1,3,0,0,0,0,4,4,4,4,48%,52%,16 (10),10 (6),1 Igor Akinfeev_4 Sergei Ignashevich_14 Vasili Berezutski_23 Dmitri Kombarov_22 Andrey Eshchenko_17 Oleg Shatov  _20 Viktor Faizulin_8 Denis Glushakov_9 Aleksandr Kokorin_18 Yuri Zhirkov_19 Aleksandr Samedov,1 Jung Sung-Ryong_5 Kim Young-Gwon_20 Hong Jeong-Ho_3 Yun Suk-Young_12 Lee Yong_13 Koo Ja-Cheol  _16 Ki Sung-Yueng  _14 Han Kook-Young_10 Park Chu-Young_9 Son Heung-Min  _17 Lee Chung-Yong
20140618,Australia,2,Netherlands,3,18,25,1,1,0,0,1,1,3,2,2,7,48%,52%,10 (8),15 (14),"1 Maty Ryan_6 Matthew Spiranovic_22 Alex Wilkinson_3 Jason Davidson_19 Ryan McGowan_23 Mark Bresciano_17 Matt McKay_15 Mile Jedinak  _4 Tim Cahill  
 _11 Tommy Oar_7 Mathew Leckie","1 Jasper Cillessen_2 Ron Vlaar_4 Bruno Martins Indi_3 Stefan de Vrij_6 Nigel de Jong_8 Jonathan de Guzmán_10 Wesley Sneijder_5 Daley Blind_7 Daryl Janmaat_11 Arjen Robben  _9 Robin van Persie  
 "
20140618,Spain,0,Chile,2,14,15,1,2,0,0,1,2,7,1,6,2,56%,44%,15 (9),7 (4),1 Iker Casillas_15 Sergio Ramos_4 Javi Martínez_18 Jordi Alba_22 César Azpilicueta_21 David Silva_14 Xabi Alonso  _16 Sergio Busquets_19 Diego Costa_6 Andrés Iniesta_11 Pedro,1 Claudio Bravo_17 Gary Medel_18 Gonzalo Jara_5 Francisco Silva_21 Marcelo Díaz_20 Charles Aránguiz  _8 Arturo Vidal  _2 Eugenio Mena  _4 Mauricio Isla_11 Eduardo Vargas  _7 Alexis Sánchez
20140618,Cameroon,0,Croatia,4,11,9,0,1,1,0,0,4,4,7,1,6,49%,51%,18 (7),21 (14),16 Charles Itandje_14 Aurélien Chedjou_3 Nicolas N'Koulou_21 Joël Matip_2 Benoît Assou-Ekotto_17 Stéphane M'bia_18 Eyong Enoh_6 Alex Song  _13 Maxim Choupo-Moting_8 Benjamin Moukandjo_10 Vincent Aboubakar,"1 Stipe Pletikosa_6 Dejan Lovren_5 Vedran Corluka_3 Danijel Pranjic_11 Darijo Srna_19 Sammir_7 Ivan Rakitic_10 Luka Modric_17 Mario Mandzukic  
 _18 Ivica Olic  _4 Ivan Perisic  "
20140619,Colombia,2,Ivory Coast,1,11,14,0,2,0,0,3,2,5,5,4,4,45%,55%,11 (8),15 (12),1 David Ospina_3 Mario Yepes_2 Cristián Zapata_7 Pablo Armero_18 Juan Zúñiga_10 James Rodríguez  _6 Carlos Sánchez_8 Abel Aguilar_9 Teófilo Gutiérrez_14 Victor Ibarbo_11 Juan Cuadrado,1 Boubacar Barry_22 Sol Bamba_5 Didier Zokora  _3 Arthur Boka_17 Serge Aurier_19 Yaya Touré_20 Serey Dié_9 Cheick Tioté  _12 Wilfried Bony_10 Gervinho  _15 Max Gradel
20140619,Uruguay,2,England,1,17,12,1,1,0,0,3,1,7,6,3,5,38%,62%,10 (6),13 (8),"1 Fernando Muslera_3 Diego Godín  _13 José Giménez_17 Egidio Arévalo Ríos_6 Álvaro Pereira_22 Martín Cáceres_14 Nicolas Lodeiro_7 Cristian Rodríguez_20 Álvaro González_9 Luis Suárez  
 _21 Edinson Cavani",1 Joe Hart_6 Phil Jagielka_5 Gary Cahill_3 Leighton Baines_2 Glen Johnson_10 Wayne Rooney  _14 Jordan Henderson_4 Steven Gerrard  _9 Daniel Sturridge_11 Danny Welbeck_19 Raheem Sterling
20140619,Japan,0,Greece,0,23,18,1,3,0,1,1,3,5,7,5,4,68%,32%,16 (11),9 (5),1 Eiji Kawashima_15 Yasuyuki Konno_22 Maya Yoshida_5 Yuto Nagatomo_2 Atsuto Uchida_4 Keisuke Honda_16 Hotaru Yamaguchi_17 Makoto Hasebe  _18 Yuya Osako_9 Shinji Okazaki_13 Yoshito Okubo,"1 Orestis Karnezis_19 Sokratis Papastathopoulos_4 Kostas Manolas_20 José Holebas_15 Vasilis Torosidis  _21 Kostas Katsouranis  
 _8 Panagiotis Kone_2 Giannis Maniatis_9 Kostas Mitroglou_7 Giorgos Samaras  _18 Ioannis Fetfatzidis"
20140620,Italy,0,Costa Rica,1,10,24,1,1,0,0,11,3,4,5,4,4,58%,42%,10 (6),10 (6),1 Gianluigi Buffon_3 Giorgio Chiellini_15 Andrea Barzagli_16 Daniele De Rossi_4 Matteo Darmian_7 Ignazio Abate_21 Andrea Pirlo_5 Thiago Motta_8 Claudio Marchisio_6 Antonio Candreva_9 Mario Balotelli  ,1 Keylor Navas_3 Giancarlo González_4 Michael Umaña_6 Óscar Duarte_15 Júnior Díaz_16 Cristian Gamboa_17 Yeltsin Tejeda_5 Celso Borges_7 Christian Bolaños_10 Bryan Ruiz  _9 Joel Campbell
20140620,Switzerland,2,France,5,12,16,0,1,0,0,1,2,5,3,3,8,57%,43%,17 (8),22 (16),1 Diego Benaglio_5 Steve von Bergen_20 Johan Djourou_13 Ricardo Rodríguez_2 Stephan Lichtsteiner_10 Granit Xhaka  _8 Gökhan Inler_11 Valon Behrami_9 Haris Seferovic_18 Admir Mehmedi_23 Xherdan Shaqiri,1 Hugo Lloris_5 Mamadou Sakho_4 Raphaël Varane_3 Patrice Evra_2 Mathieu Debuchy_6 Yohan Cabaye  _14 Blaise Matuidi  _18 Moussa Sissoko  _9 Olivier Giroud  _10 Karim Benzema  _8 Mathieu Valbuena  
20140620,Honduras,1,Ecuador,2,15,17,2,3,0,0,1,1,4,12,4,2,49%,51%,16 (9),8 (5),18 Noel Valladares_3 Maynor Figueroa_5 Víctor Bernárdez  _7 Emilio Izaguirre_21 Brayan Beckeles_20 Jorge Claros_19 Luis Garrido_15 Roger Espinoza_14 Boniek García_13 Carlo Costly  _11 Jerry Bengtson  ,"22 Alexander Domínguez_3 Frickson Erazo_2 Jorge Guagua_10 Walter Ayoví_4 Juan Carlos Paredes_6 Christian Noboa_14 Oswaldo Minda_7 Jefferson Montero  _16 Antonio Valencia  _13 Enner Valencia  
  _11 Felipe Caicedo"
20140621,Argentina,1,Iran,0,8,14,0,2,0,0,0,1,10,6,4,3,70%,30%,19 (9),8 (4),1 Sergio Romero_2 Ezequiel Garay_17 Federico Fernández_14 Javier Mascherano_16 Marcos Rojo_4 Pablo Zabaleta_10 Lionel Messi  _7 Ángel Di María_5 Fernando Gago_20 Sergio Agüero_9 Gonzalo Higuaín,12 Alireza Haghighi_5 Amirhossein Sadeghi_4 Seyed Jalal Hosseini_23 Mehrdad Pooladi_15 Pejman Montazeri_3 Ehsan Hajsafi_6 Javad Nekounam  _14 Andranik Teymourian_16 Reza Ghoochannejhad_21 Ashkan Dejagah_7 Masoud Shojaei  
20140621,Germany,2,Ghana,2,11,17,0,1,0,0,1,5,7,3,2,4,59%,41%,11 (6),20 (10),1 Manuel Neuer_5 Mats Hummels_17 Per Mertesacker_4 Benedikt Höwedes_20 Jérôme Boateng_16 Philipp Lahm_18 Toni Kroos_6 Sami Khedira_13 Thomas Müller_19 Mario Götze  _8 Mesut Özil,16 Fatawu Dauda_19 Jonathan Mensah_21 John Boye_20 Kwadwo Asamoah_23 Harrison Afful_9 Kevin-Prince Boateng_11 Sulley Muntari  _17 Mohammed Rabiu_3 Asamoah Gyan  _10 André Ayew  _7 Christian Atsu
20140621,Nigeria,1,Bosnia and Herzegovina,0,9,7,1,1,0,0,3,2,4,4,9,7,46%,54%,20 (13),18 (10),1 Vincent Enyeama_22 Kenneth Omeruo_2 Joseph Yobo_13 Juwon Oshaniwa_5 Efe Ambrose_18 Michael Babatunde_10 John Obi Mikel  _17 Ogenyi Onazi_9 Emmanuel Emenike_7 Ahmed Musa_8 Peter Odemwingie  ,1 Asmir Begovic_4 Emir Spahic_15 Toni Sunjic_16 Senad Lulic_13 Mensur Mujdza_8 Miralem Pjanic_7 Muhamed Besic_18 Haris Medunjanin  _11 Edin Dzeko_10 Zvjezdan Misimovic_20 Izet Hajrovic
20140622,Belgium,1,Russia,0,13,9,2,1,0,0,7,0,5,8,1,3,53%,47%,11 (6),13 (6),1 Thibaut Courtois_4 Vincent Kompany_15 Daniel van Buyten_3 Thomas Vermaelen_2 Toby Alderweireld  _7 Kevin De Bruyne_8 Marouane Fellaini_6 Axel Witsel  _9 Romelu Lukaku_10 Eden Hazard_14 Dries Mertens,1 Igor Akinfeev_4 Sergey Ignashevich_14 Vasili Berezutski_23 Dmitri Kombarov_2 Alexey Kozlov_17 Oleg Shatov_20 Viktor Faizulin_8 Denis Glushakov  _9 Aleksandr Kokorin_6 Maksim Kanunnikov_19 Alexander Samedov
20140622,South Korea,2,Algeria,4,13,16,2,1,0,0,1,1,7,5,1,2,54%,46%,9 (6),15 (8),1 Jung Sung-Ryong_5 Kim Young-Gwon_20 Hong Jeong-Ho_3 Yun Suk-Young_12 Lee Yong  _13 Koo Ja-Cheol  _16 Ki Sung-Yueng_14 Han Kook-Young  _10 Park Chu-Young_9 Son Heung-Min  _17 Lee Chung-Yong,23 Rais M'Bolhi_5 Rafik Halliche  _2 Madjid Bouguerra  _6 Djamel Mesbah_20 Aïssa Mandi_11 Yacine Brahimi  _14 Nabil Bentaleb_12 Carl Medjani_13 Islam Slimani  _18 Abdelmouméne Djabou  _10 Sofiane Feghouli
20140622,United States,2,Portugal,2,11,14,1,0,0,0,1,4,6,4,2,4,48%,52%,15 (10),20 (9),"1 Tim Howard_5 Matt Besler_20 Geoff Cameron_7 DaMarcus Beasley_23 Fabian Johnson_4 Michael Bradley_15 Kyle Beckerman_13 Jermaine Jones  
 _8 Clint Dempsey  _19 Graham Zusi_11 Alejandro Bedoya",22 Beto_2 Bruno Alves_13 Ricardo Costa_19 André Almeida_21 João Pereira_4 Miguel Veloso_16 Raul Meireles_8 João Moutinho_23 Hélder Postiga_7 Cristiano Ronaldo_17 Nani  
20140623,Australia,0,Spain,3,14,9,2,1,0,0,1,6,2,6,0,2,45%,55%,4 (0),11 (8),1 Mathew Ryan_6 Matthew Spiranovic  _22 Alex Wilkinson_3 Jason Davidson_19 Ryan McGowan_13 Oliver Bozanic_17 Matt McKay_15 Mile Jedinak  _9 Adam Taggart_11 Tommy Oar_7 Mathew Leckie,23 Pepe Reina_15 Sergio Ramos  _2 Raúl Albiol_18 Jordi Alba_5 Juanfran_14 Xabi Alonso_6 Andrés Iniesta_17 Koke_9 Fernando Torres  _7 David Villa  _20 Santi Cazorla
20140623,Netherlands,2,Chile,0,26,14,1,1,0,0,1,2,2,7,3,1,36%,64%,13 (8),7 (1),1 Jasper Cillessen_2 Ron Vlaar_5 Daley Blind  _3 Stefan de Vrij_6 Nigel de Jong_20 Georginio Wijnaldum_10 Wesley Sneijder_15 Dirk Kuyt_7 Daryl Janmaat_17 Jeremain Lens_11 Arjen Robben,1 Claudio Bravo_17 Gary Medel_18 Gonzalo Jara_5 Francisco Silva  _16 Felipe Gutiérrez_21 Marcelo Díaz_20 Charles Aránguiz_2 Eugenio Mena_4 Mauricio Isla_11 Eduardo Vargas_7 Alexis Sánchez
20140623,Cameroon,1,Brazil,4,14,19,3,0,0,0,1,3,6,7,0,6,46%,54%,12 (6),19 (18),16 Charles Itandje_21 Joël Matip  _3 Nicolas N'Koulou_17 Stéphane M'bia  _12 Henri Bedimo_22 Allan Nyom_7 Landry N'Guemo_18 Eyong Enoh  _13 Maxim Choupo-Moting_8 Benjamin Moukandjo_10 Vincent Aboubakar,"12 Júlio César_4 David Luiz_3 Thiago Silva_6 Marcelo_2 Dani Alves_11 Oscar_17 Luiz Gustavo_8 Paulinho_9 Fred  _10 Neymar  
 _7 Hulk"
20140623,Croatia,1,Mexico,3,18,12,1,2,1,0,1,1,7,9,1,1,55%,45%,10 (5),12 (7),1 Stipe Pletikosa_6 Dejan Lovren_5 Vedran Corluka_2 Sime Vrsaljko_11 Darijo Srna_10 Luka Modric_3 Danijel Pranjic_7 Ivan Rakitic  _17 Mario Mandzukic_18 Ivica Olic_4 Ivan Perisic  ,"13 Guillermo Ochoa_4 Rafael Márquez  
 _15 Héctor Moreno_2 Maza_7 Miguel Layún_22 Paul Aguilar_23 José Vázquez  _18 Andrés Guardado  _6 Héctor Herrera_19 Oribe Peralta_10 Giovani Dos Santos"
20140624,Costa Rica,0,England,0,17,17,1,2,0,0,3,1,3,7,2,1,47%,53%,4 (3),8 (3),1 Keylor Navas_3 Giancarlo González  _19 Roy Miller_6 Óscar Duarte_15 Júnior Díaz_16 Cristian Gamboa_17 Yeltsin Tejeda_5 Celso Borges_14 Randall Brenes_10 Bryan Ruiz_9 Joel Campbell,13 Ben Foster_12 Chris Smalling_5 Gary Cahill_23 Luke Shaw_16 Phil Jones_21 Ross Barkley  _7 Jack Wilshere_8 Frank Lampard_9 Daniel Sturridge_20 Adam Lallana  _17 James Milner
