Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_lineup,team2_lineup
20140624,Italy,0,Uruguay,1,19,20,2,2,1,0,3,1,3,3,1,4,55%,45%,9 (5),14 (9),1 Gianluigi Buffon_19 Leonardo Bonucci_3 Giorgio Chiellini_15 Andrea Barzagli_8 Claudio Marchisio  _23 Marco Verratti_21 Andrea Pirlo_2 Mattia De Sciglio  _4 Matteo Darmian_17 Ciro Immobile_9 Mario Balotelli  ,1 Fernando Muslera  _3 Diego Godín  _22 Martín Cáceres_13 José Giménez_6 Álvaro Pereira_20 Álvaro González_17 Egidio Arévalo Ríos  _7 Cristian Rodríguez_14 Nicolas Lodeiro_9 Luis Suárez_21 Edinson Cavani
20140624,Greece,2,Ivory Coast,1,13,23,0,3,0,0,1,1,4,7,2,0,46%,54%,13 (5),13 (9),1 Orestis Karnezis_19 Sokratis Papastathopoulos_4 Kostas Manolas_20 José Holebas_15 Vasilis Torosidis_8 Panagiotis Kone_10 Georgios Karagounis_2 Giannis Maniatis_7 Giorgos Samaras  _16 Lazaros Christodoulopoulos_14 Dimitris Salpingidis,1 Boubacar Barry_22 Sol Bamba_4 Kolo Touré_3 Arthur Boka_17 Serge Aurier_19 Yaya Touré_20 Serey Dié  _9 Cheick Tioté_11 Didier Drogba  _10 Gervinho_8 Salomon Kalou  
20140624,Japan,1,Colombia,4,10,19,1,1,0,0,0,2,9,2,5,0,56%,44%,23 (13),13 (9),1 Eiji Kawashima_15 Yasuyuki Konno  _22 Maya Yoshida_5 Yuto Nagatomo_2 Atsuto Uchida_4 Keisuke Honda_17 Makoto Hasebe_14 Toshihiro Aoyama_13 Yoshito Okubo_10 Shinji Kagawa_9 Shinji Okazaki  ,"1 David Ospina_16 Éder Balanta_23 Carlos Valdés_15 Alexander Mejía_7 Pablo Armero_4 Santiago Arias_20 Juan Quintero_13 Fredy Guarín  _21 Jackson Martínez  
 _11 Juan Cuadrado  _19 Adrián Ramos"
20140625,Bosnia and Herzegovina,3,Iran,1,20,17,1,1,0,0,1,8,6,5,3,1,62%,38%,13 (9),7 (5),1 Asmir Begovic_4 Emir Spahic_15 Toni Sunjic_21 Anel Hadzic_5 Sead Kolasinac_2 Avdija Vrsajevic  _8 Miralem Pjanic  _14 Tino Susic_7 Muhamed Besic  _9 Vedad Ibisevic_11 Edin Dzeko  ,12 Alireza Haghighi_5 Amirhossein Sadeghi_4 Seyed Jalal Hosseini_23 Mehrdad Pooladi_15 Pejman Montazeri_3 Ehsan Hajsafi_6 Javad Nekounam_14 Andranik Teymourian_16 Reza Ghoochannejhad  _21 Ashkan Dejagah_7 Masoud Shojaei
20140625,Nigeria,2,Argentina,3,17,6,2,0,0,0,1,2,4,12,1,9,43%,57%,12 (7),18 (13),"1 Vincent Enyeama_22 Kenneth Omeruo  _2 Joseph Yobo_13 Juwon Oshaniwa  _5 Efe Ambrose_18 Michael Babatunde_10 John Obi Mikel_17 Ogenyi Onazi_9 Emmanuel Emenike_7 Ahmed Musa  
 _8 Peter Odemwingie","1 Sergio Romero_2 Ezequiel Garay_17 Federico Fernández_14 Javier Mascherano_16 Marcos Rojo  _4 Pablo Zabaleta_10 Lionel Messi  
 _7 Ángel Di María_5 Fernando Gago_20 Sergio Agüero_9 Gonzalo Higuaín"
20140625,Ecuador,0,France,0,17,6,1,0,1,0,1,1,1,7,2,9,40%,60%,11 (7),20 (13),22 Alexander Domínguez_3 Frickson Erazo  _2 Jorge Guagua_10 Walter Ayoví_4 Juan Carlos Paredes_6 Christian Noboa_14 Oswaldo Minda_7 Jefferson Montero_16 Antonio Valencia  _13 Enner Valencia_15 Michael Arroyo,1 Hugo Lloris_5 Mamadou Sakho_21 Laurent Koscielny_17 Lucas Digne_15 Bacary Sagna_22 Morgan Schneiderlin_14 Blaise Matuidi_19 Paul Pogba_10 Karim Benzema_11 Antoine Griezmann_18 Moussa Sissoko
20140625,Honduras,0,Switzerland,3,17,18,1,0,0,0,0,2,8,1,3,7,61%,39%,13 (6),16 (13),18 Noel Valladares_3 Maynor Figueroa_5 Víctor Bernárdez_6 Juan Carlos García_21 Brayan Beckeles_20 Jorge Claros_8 Wilson Palacios_15 Roger Espinoza_14 Boniek García_13 Carlo Costly_11 Jerry Bengtson,"1 Diego Benaglio_20 Johan Djourou_22 Fabian Schär_13 Ricardo Rodríguez_2 Stephan Lichtsteiner_23 Xherdan Shaqiri  
  _8 Gökhan Inler_11 Valon Behrami_19 Josip Drmic_18 Admir Mehmedi_10 Granit Xhaka"
20140626,Portugal,2,Ghana,1,21,16,1,3,0,0,0,4,7,3,6,3,54%,46%,19 (10),18 (6),22 Beto_2 Bruno Alves_3 Pepe_4 Miguel Veloso_21 João Pereira_6 William Carvalho_20 Rúben Amorim_8 João Moutinho  _11 Éder_7 Cristiano Ronaldo  _17 Nani,16 Fatawu Dauda_19 Jonathan Mensah_21 John Boye   OG_20 Kwadwo Asamoah_23 Harrison Afful  _18 Majeed Waris  _17 Mohammed Rabiu_8 Emmanuel Badu_3 Asamoah Gyan  _10 André Ayew_7 Christian Atsu
20140626,United States,0,Germany,1,15,9,2,1,0,0,2,7,2,3,0,5,37%,63%,4 (1),13 (9),1 Tim Howard_5 Matt Besler_3 Omar González  _13 Jermaine Jones_7 DaMarcus Beasley_23 Fabian Johnson_4 Michael Bradley_15 Kyle Beckerman  _14 Brad Davis_19 Graham Zusi_8 Clint Dempsey,1 Manuel Neuer_5 Mats Hummels_17 Per Mertesacker_4 Benedikt Höwedes  _20 Jérôme Boateng_16 Philipp Lahm_18 Toni Kroos_7 Bastian Schweinsteiger_13 Thomas Müller  _10 Lukas Podolski_8 Mesut Özil
20140626,Algeria,1,Russia,1,15,14,3,2,0,0,2,3,3,4,5,4,47%,53%,8 (6),10 (7),23 Rais M'Bolhi_5 Rafik Halliche_4 Essaïd Belkalem_6 Djamel Mesbah  _20 Aïssa Mandi_11 Yacine Brahimi_14 Nabil Bentaleb_12 Carl Medjani_13 Islam Slimani  _18 Abdelmouméne Djabou_10 Sofiane Feghouli,1 Igor Akinfeev_4 Sergei Ignashevich_14 Vasili Berezutski_23 Dmitri Kombarov  _2 Alexey Kozlov  _17 Oleg Shatov_8 Denis Glushakov_20 Viktor Faizulin_9 Aleksandr Kokorin  _19 Aleksandr Samedov_11 Alexander Kerzhakov
20140626,South Korea,0,Belgium,1,16,11,1,1,0,1,1,4,6,4,6,7,51%,49%,18 (12),16 (11),21 Kim Seung-Gyu_5 Kim Young-Gwon_20 Hong Jeong-Ho  _3 Yun Suk-Young_12 Lee Yong_13 Koo Ja-Cheol_16 Ki Sung-Yueng_14 Han Kook-Young_18 Kim Shin-Wook_9 Son Heung-Min_17 Lee Chung-Yong,1 Thibaut Courtois_18 Nicolas Lombaerts_15 Daniel van Buyten_5 Jan Vertonghen  _21 Anthony Vanden Borre_16 Steven Defour  _19 Mousa Dembélé  _8 Marouane Fellaini_11 Kevin Mirallas_14 Dries Mertens_20 Adnan Januzaj
20140628,Brazil,1,Chile,1,28,23,4,3,0,0,2,3,9,5,6,1,49%,51%,23 (13),13 (5),12 Júlio César_4 David Luiz  _3 Thiago Silva_6 Marcelo_2 Dani Alves  _10 Neymar_17 Luiz Gustavo  _5 Fernandinho_9 Fred_7 Hulk  _11 Oscar,1 Claudio Bravo_17 Gary Medel_18 Gonzalo Jara_5 Francisco Silva  _21 Marcelo Díaz_20 Charles Aránguiz_8 Arturo Vidal_2 Eugenio Mena  _4 Mauricio Isla_11 Eduardo Vargas_7 Alexis Sánchez  
20140628,Colombia,2,Uruguay,0,19,17,1,2,0,0,1,1,3,5,2,4,51%,49%,9 (4),16 (4),"1 David Ospina_3 Mario Yepes_2 Cristián Zapata_7 Pablo Armero  _18 Juan Zúñiga_6 Carlos Sánchez_8 Abel Aguilar_10 James Rodríguez  
 _11 Juan Cuadrado_21 Jackson Martínez_9 Teófilo Gutiérrez",1 Fernando Muslera_3 Diego Godín_22 Martín Cáceres_13 José Giménez  _6 Álvaro Pereira_16 Maximiliano Pereira_17 Egidio Arévalo Ríos_7 Cristian Rodríguez_20 Álvaro González_10 Diego Forlán_21 Edinson Cavani
20140629,Netherlands,2,Mexico,1,8,12,0,3,0,0,1,1,10,2,2,5,55%,45%,14 (8),12 (7),1 Jasper Cillessen_2 Ron Vlaar_5 Daley Blind_3 Stefan de Vrij_6 Nigel de Jong_20 Georginio Wijnaldum_10 Wesley Sneijder  _15 Dirk Kuyt_12 Paul Verhaegh_11 Arjen Robben_9 Robin van Persie,13 Guillermo Ochoa_4 Rafael Márquez  _15 Héctor Moreno_2 Maza_7 Miguel Layún_22 Paul Aguilar  _3 Carlos Salcido_18 Andrés Guardado  _6 Héctor Herrera_10 Giovani dos Santos  _19 Oribe Peralta
20140629,Costa Rica,1,Greece,1,23,16,4,2,1,0,1,10,3,11,0,7,43%,57%,6 (2),24 (13),"1 Keylor Navas  _3 Giancarlo González_4 Michael Umaña_6 Óscar Duarte  
 _15 Júnior Díaz_16 Cristian Gamboa_5 Celso Borges_17 Yeltsin Tejeda  _7 Christian Bolaños_10 Bryan Ruiz  
 _9 Joel Campbell",1 Orestis Karnezis_19 Sokratis Papastathopoulos  _4 Kostas Manolas  _20 José Holebas_15 Vasilis Torosidis_10 Georgios Karagounis_22 Andreas Samaris  _2 Giannis Maniatis_7 Giorgos Samaras_16 Lazaros Christodoulopoulos_14 Dimitris Salpingidis
20140630,France,2,Nigeria,0,12,15,1,0,0,0,3,2,12,9,4,2,53%,47%,13 (5),9 (2),1 Hugo Lloris_21 Laurent Koscielny_4 Raphaël Varane_3 Patrice Evra_2 Mathieu Debuchy_6 Yohan Cabaye_14 Blaise Matuidi  _19 Paul Pogba  _9 Olivier Giroud_10 Karim Benzema_8 Mathieu Valbuena,1 Vincent Enyeama_22 Kenneth Omeruo_2 Joseph Yobo   OG_13 Juwon Oshaniwa_5 Efe Ambrose_11 Victor Moses_10 John Obi Mikel_17 Ogenyi Onazi_9 Emmanuel Emenike_7 Ahmed Musa_8 Peter Odemwingie
20140630,Germany,2,Algeria,1,11,20,1,1,0,0,4,4,10,4,10,3,70%,30%,29 (22),11 (7),1 Manuel Neuer_20 Jérôme Boateng_17 Per Mertesacker_4 Benedikt Höwedes_21 Shkodran Mustafi_16 Philipp Lahm  _18 Toni Kroos_7 Bastian Schweinsteiger_13 Thomas Müller_19 Mario Götze_8 Mesut Özil  ,23 Rais M'Bolhi_5 Rafik Halliche  _4 Essaïd Belkalem_3 Faouzi Ghoulam_20 Aïssa Mandi_19 Saphir Taïder_8 Medhi Lacen_22 Mehdi Mostefa_13 Islam Slimani_15 Hillel Soudani_10 Sofiane Feghouli
20140701,Argentina,1,Switzerland,0,19,28,3,2,0,0,0,1,13,5,8,4,61%,39%,29 (22),14 (7),"1 Sergio Romero_2 Ezequiel Garay  _17 Federico Fernández_16 Marcos Rojo  _4 Pablo Zabaleta_10 Lionel Messi_14 Javier Mascherano_5 Fernando Gago_9 Gonzalo Higuaín_7 Ángel Di María  
 _22 Ezequiel Lavezzi",1 Diego Benaglio_20 Johan Djourou_22 Fabian Schär_13 Ricardo Rodríguez_2 Stephan Lichtsteiner_23 Xherdan Shaqiri_11 Valon Behrami_8 Gökhan Inler_19 Josip Drmic_18 Admir Mehmedi_10 Granit Xhaka  
20140701,Belgium,2,United States,1,27,11,1,1,0,0,2,0,19,4,15,4,48%,52%,38 (26),14 (9),1 Thibaut Courtois_4 Vincent Kompany  _15 Daniel van Buyten_5 Jan Vertonghen_2 Toby Alderweireld_7 Kevin De Bruyne  _6 Axel Witsel_8 Marouane Fellaini_17 Divock Origi_10 Eden Hazard_14 Dries Mertens,1 Tim Howard_5 Matt Besler_3 Omar González_7 DaMarcus Beasley_23 Fabian Johnson_4 Michael Bradley_20 Geoff Cameron  _13 Jermaine Jones_8 Clint Dempsey_11 Alejandro Bedoya_19 Graham Zusi
20140704,France,0,Germany,1,15,18,0,2,0,0,3,0,5,3,5,2,50%,50%,13 (9),8 (6),1 Hugo Lloris_5 Mamadou Sakho_4 Raphaël Varane_3 Patrice Evra_2 Mathieu Debuchy_6 Yohan Cabaye_14 Blaise Matuidi_19 Paul Pogba_10 Karim Benzema_11 Antoine Griezmann_8 Mathieu Valbuena,1 Manuel Neuer_5 Mats Hummels  _20 Jérôme Boateng_4 Benedikt Höwedes_16 Philipp Lahm_6 Sami Khedira  _18 Toni Kroos_7 Bastian Schweinsteiger  _11 Miroslav Klose_13 Thomas Müller_8 Mesut Özil
20140704,Brazil,2,Colombia,1,31,23,2,2,0,0,0,3,4,6,3,0,51%,49%,12 (6),11 (5),"12 Júlio César  _4 David Luiz  _3 Thiago Silva  
 _6 Marcelo_23 Maicon_11 Oscar_8 Paulinho_5 Fernandinho_9 Fred_7 Hulk_10 Neymar","1 David Ospina_3 Mario Yepes  _2 Cristián Zapata_7 Pablo Armero_18 Juan Zúñiga_10 James Rodríguez  
 _6 Carlos Sánchez_13 Fredy Guarín_9 Teófilo Gutiérrez_14 Victor Ibarbo_11 Juan Cuadrado"
20140705,Argentina,1,Belgium,0,11,14,1,2,0,0,1,6,3,4,1,1,51%,49%,10 (7),10 (4),1 Sergio Romero_2 Ezequiel Garay_15 Martín Demichelis_23 José Basanta_4 Pablo Zabaleta_10 Lionel Messi_14 Javier Mascherano_6 Lucas Biglia  _9 Gonzalo Higuaín  _22 Ezequiel Lavezzi_7 Ángel Di María,1 Thibaut Courtois_4 Vincent Kompany_15 Daniel van Buyten_5 Jan Vertonghen_2 Toby Alderweireld  _7 Kevin De Bruyne_6 Axel Witsel_8 Marouane Fellaini_17 Divock Origi_10 Eden Hazard  _11 Kevin Mirallas
20140705,Netherlands,0,Costa Rica,0,15,13,2,4,0,0,13,2,11,1,7,1,64%,36%,20 (15),6 (3),1 Jasper Cillessen_2 Ron Vlaar_4 Bruno Martins Indi  _3 Stefan de Vrij_10 Wesley Sneijder_20 Georginio Wijnaldum_5 Daley Blind_15 Dirk Kuyt_9 Robin van Persie_21 Memphis Depay_11 Arjen Robben,1 Keylor Navas_3 Giancarlo González  _4 Michael Umaña  _2 Johnny Acosta  _15 Júnior Díaz  _16 Cristian Gamboa_5 Celso Borges_17 Yeltsin Tejeda_7 Christian Bolaños_9 Joel Campbell_10 Bryan Ruiz
20140708,Brazil,1,Germany,7,11,14,1,0,0,0,3,0,7,5,7,3,51%,49%,18 (13),14 (12),12 Júlio César_13 Dante  _4 David Luiz_6 Marcelo_23 Maicon_11 Oscar  _17 Luiz Gustavo_5 Fernandinho_9 Fred_7 Hulk_20 Bernard,"1 Manuel Neuer_5 Mats Hummels_20 Jérôme Boateng_4 Benedikt Höwedes_16 Philipp Lahm_7 Bastian Schweinsteiger_18 Toni Kroos  
 _6 Sami Khedira  _11 Miroslav Klose  _8 Mesut Özil_13 Thomas Müller  "
20140709,Netherlands,0,Argentina,0,15,10,2,1,0,0,4,4,4,4,4,1,53%,47%,7 (4),8 (5),,
20140712,Brazil,0,Netherlands,3,16,20,3,2,0,0,1,2,4,1,2,1,58%,42%,11 (5),8 (5),12 Júlio César_4 David Luiz_3 Thiago Silva  _14 Maxwell_23 Maicon_19 Willian_17 Luiz Gustavo_8 Paulinho_21 Jô_11 Oscar  _16 Ramires,1 Jasper Cillessen_2 Ron Vlaar_4 Bruno Martins Indi_3 Stefan de Vrij_8 Jonathan de Guzmán  _16 Jordy Clasie_20 Georginio Wijnaldum  _5 Daley Blind  _15 Dirk Kuyt_11 Arjen Robben  _9 Robin van Persie  
20140713,Germany,1,Argentina,0,20,16,2,2,0,0,3,2,5,3,4,1,64%,36%,10 (5),10 (0),1 Manuel Neuer_5 Mats Hummels_20 Jérôme Boateng_4 Benedikt Höwedes  _16 Philipp Lahm_7 Bastian Schweinsteiger  _18 Toni Kroos_23 Christoph Kramer_11 Miroslav Klose_8 Mesut Özil_13 Thomas Müller,1 Sergio Romero_2 Ezequiel Garay_15 Martín Demichelis_16 Marcos Rojo_4 Pablo Zabaleta_10 Lionel Messi_14 Javier Mascherano  _6 Lucas Biglia_9 Gonzalo Higuaín_8 Enzo Pérez_22 Ezequiel Lavezzi
20100611,South Africa,1,Mexico,1,17,13,2,2,0,0,3,6,4,5,2,2,42%,58%,9 (5),14 (5),,
20100611,Uruguay,0,France,0,13,20,2,3,1,0,5,4,0,4,3,3,44%,56%,7 (3),20 (3),1 Fernando Muslera_2 Diego Lugano  _3 Diego Godín_6 Mauricio Victorino  _17 Egidio Arévalo Ríos_15 Diego Pérez_18 Ignacio González_11 Álvaro Pereira_16 Maxi Pereira_9 Luis Suárez_10 Diego Forlán,1 Hugo Lloris_3 Eric Abidal_5 William Gallas_13 Patrice Evra  _2 Bacary Sagna_8 Yoann Gourcuff_19 Abou Diaby_14 Jérémy Toulalan  _21 Nicolas Anelka_7 Franck Ribéry  _10 Sidney Govou
20100612,South Korea,2,Greece,0,14,11,0,1,0,0,1,5,6,11,2,2,49%,51%,17 (4),6 (2),18 Jung Sung-Ryong_14 Lee Jung-Soo  _4 Cho Yong-Hyung_12 Lee Young-Pyo_22 Cha Du-Ri_16 Ki Sung-Yueng_8 Kim Jung-Woo_7 Park Ji-Sung  _17 Lee Chung-Yong_10 Park Chu-Young_19 Ki-Hun Yeom,12 Alexandros Tzorvas_8 Avraam Papadopoulos_11 Loukas Vyntra_15 Vasilis Torosidis  _2 Giourkas Seitaridis_21 Kostas Katsouranis_10 Georgios Karagounis_6 Alexandros Tziolis_17 Theofanis Gekas_7 Giorgos Samaras_9 Angelos Charisteas
20100612,Argentina,1,Nigeria,0,7,8,1,1,0,0,0,0,10,4,6,1,65%,35%,20 (7),12 (1),22 Sergio Romero_13 Walter Samuel_2 Martín Demichelis_6 Gabriel Heinze  _17 Jonás Gutiérrez  _10 Lionel Messi_14 Javier Mascherano_8 Juan Sebastián Verón_9 Gonzalo Higuaín_7 Ángel Di María_11 Carlos Tevez,1 Vincent Enyeama_6 Danny Shittu_2 Joseph Yobo_3 Taye Taiwo_17 Chidi Odiah_15 Lukman Haruna  _14 Sani Kaita_20 Dickson Etuhu_8 Yakubu Aiyegbeni_19 Chinedu Obasi_18 Victor Obinna
20100612,England,1,United States,1,12,14,3,3,0,0,5,2,8,4,5,3,57%,43%,18 (6),12 (4),"12 Robert Green_6 John Terry_20 Ledley King_3 Ashley Cole_2 Glen Johnson_4 Steven Gerrard  
 _8 Frank Lampard_16 James Milner  _7 Aaron Lennon_10 Wayne Rooney_21 Emile Heskey",1 Tim Howard_5 Oguchi Onyewu_15 Jay DeMerit  _3 Carlos Bocanegra_6 Steve Cherundolo  _13 Ricardo Clark_4 Michael Bradley_8 Clint Dempsey  _10 Landon Donovan_17 Jozy Altidore_20 Robbie Findley  
20100613,Algeria,0,Slovenia,1,17,11,1,2,1,0,1,3,4,3,2,2,48%,52%,10 (2),7 (3),16 Faouzi Chaouchi_4 Antar Yahia_5 Rafik Halliche_3 Nadir Belhadj_2 Madjid Bouguerra_8 Medhi Lacen_19 Hassan Yebda  _13 Karim Matmour_15 Karim Ziani_21 Foued Kadir_11 Rafik Djebbour,1 Samir Handanovic_5 Bostjan Cesar_4 Marko Suler_13 Bojan Jokic_2 Miso Brecko_18 Aleksandar Radosavljevic  _8 Robert Koren  _10 Valter Birsa_17 Andraz Kirm_14 Zlatko Dedic_11 Milivoje Novakovic
20100613,Serbia,0,Ghana,1,10,16,2,2,1,0,2,0,4,4,2,0,50%,50%,14 (2),15 (1),"1 Vladimir Stojkovic_13 Aleksandar Lukovic  
 _5 Nemanja Vidic_3 Aleksandar Kolarov_6 Branislav Ivanovic_11 Nenad Milijas_10 Dejan Stankovic_14 Milan Jovanovic_17 Milos Krasic_9 Marko Pantelic_15 Nikola Zigic  ",22 Richard Kingson_15 Isaac Vorsah  _5 John Mensah_2 Hans Sarpei_4 John Pantsil_21 Kwadwo Asamoah_23 Kevin-Prince Boateng_6 Anthony Annan_3 Asamoah Gyan  _13 André Ayew_12 Prince Tagoe  
20100613,Germany,4,Australia,0,10,18,2,3,0,1,7,2,4,7,4,1,56%,44%,17 (9),11 (2),1 Manuel Neuer_3 Arne Friedrich_17 Per Mertesacker_14 Holger Badstuber_16 Philipp Lahm_8 Mesut Özil  _6 Sami Khedira_7 Bastian Schweinsteiger_11 Miroslav Klose  _10 Lukas Podolski  _13 Thomas Müller  ,1 Mark Schwarzer_3 Craig Moore  _2 Lucas Neill  _11 Scott Chipperfield_8 Luke Wilkshire_13 Vince Grella_16 Carl Valeri  _5 Jason Culina_7 Brett Emerton_4 Tim Cahill  _19 Richard Garcia
20100614,Netherlands,2,Denmark,0,13,21,2,1,0,0,4,2,6,2,4,3,65%,35%,19 (6),11 (3),1 Maarten Stekelenburg_4 Joris Mathijsen_3 John Heitinga_5 Giovanni Van Bronckhorst_2 Gregory van der Wiel_10 Wesley Sneijder_8 Nigel de Jong  _6 Mark Van Bommel_9 Robin van Persie  _23 Rafael Van der Vaart_7 Dirk Kuyt  ,1 Thomas Sorensen_4 Daniel Agger   OG_3 Simon Kjaer  _15 Simon Poulsen_6 Lars Jacobsen_10 Martin Jorgensen_2 Christian Poulsen_20 Thomas Enevoldsen_19 Dennis Rommedahl_11 Nicklas Bendtner_12 Thomas Kahlenberg
20100614,Japan,1,Cameroon,0,20,29,1,1,0,0,4,2,0,3,1,2,42%,58%,3 (2),9 (2),21 Eiji Kawashima_4 Marcus Tulio Tanaka_22 Yuji Nakazawa_5 Yuto Nagatomo_3 Yuichi Komano_2 Yuki Abe  _7 Yasuhito Endo_17 Makoto Hasebe_18 Keisuke Honda  _16 Yoshito Okubo_8 Daisuke Matsui,16 Souleymanou Hamidou_5 Sebastien Bassong_3 Nicolas N'Koulou  _2 Benoît Assou-Ekotto_19 Stéphane M'bia_21 Joël Matip_18 Eyong Enoh_11 Jean Makoun_15 Pierre Webó_13 Maxim Choupo-Moting_9 Samuel Eto'o
20100614,Italy,1,Paraguay,1,15,14,1,1,0,0,3,5,8,4,4,0,57%,43%,10 (5),7 (1),1 Gianluigi Buffon_4 Giorgio Chiellini_5 Fabio Cannavaro_3 Domenico Criscito_19 Gianluca Zambrotta_15 Claudio Marchisio_22 Riccardo Montolivo_6 Daniele De Rossi  _11 Alberto Gilardino_9 Vincenzo Iaquinta_7 Simone Pepe,1 Justo Villar_21 Antolín Alcaraz  _14 Paulo Da Silva_3 Claudio Morel Rodríguez_6 Carlos Bonet_16 Cristian Riveros_15 Victor Cáceres  _17 Aureliano Torres_13 Enrique Vera_19 Lucas Barrios_18 Nelson Valdez
20100615,New Zealand,1,Slovakia,1,17,15,2,1,0,0,0,1,3,10,1,1,49%,51%,10 (2),14 (2),"1 Mark Paston_6 Ryan Nelsen_19 Tommy Smith_4 Winston Reid  
 _5 Ivan Vicelich_7 Simon Elliott_3 Tony Lochhead  _11 Leo Bertos_14 Rory Fallon_9 Shane Smeltz_10 Chris Killen",1 Jan Mucha_16 Jan Durica_3 Martin Skrtel_4 Marek Cech_5 Radoslav Zabavnik_17 Marek Hamsik_6 Zdeno Strba  _18 Erik Jendrisek_7 Vladimir Weiss_9 Stanislav Sestak_11 Robert Vittek  
